"","species","country","ISO","status","threat","threat_no_DD","Traded","prod","pet","pet_prod","UT_trade","Cites_trade","HC_trade","IUCN_text_trade","Source","taxa","Order","Family","genus","phyloname","phyloFamily","Body","ED","ED_95_taxa","ED_95_fam","Cites_type","Cites_purpose","Cites_pet","Cites_prod","UT_type","UT_trade_inter","UT_trade_nat","UT_trade_local","UT_trade_all","Cites_year","Cites_appendices","Cites_name","TradeCitesOrg","AppIcites","AppIIcites","AppIIIcites","AppNcites","Cites_splus","Cites_splus_listing","Cites_splus_name","Cites_lookalike","lookalike_only","API","HC_checked","HC_checked_by","keyword","IUCN_text_checked"
"79","Microhyla petrigena","Philippines","PH","NT",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Microhylidae","Microhyla","Microhyla petrigena","Microhylidae",18,30.5140100754986,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"80","Oreophryne anulata","Philippines","PH","VU",1,1,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Microhylidae","Oreophryne","Oreophryne anulata","Microhylidae",38.5083101387507,20.5811099396328,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"81","Fejervarya moodiei","Philippines","PH","DD",1,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Dicroglossidae","Fejervarya","Fejervarya moodiei","Dicroglossidae",83.6,23.0349461835807,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"82","Fejervarya vittigera","Philippines","PH","LC",0,0,1,1,0,"unknown",1,0,1,0,"IUCN","Amphibian","Anura","Dicroglossidae","Fejervarya","Fejervarya vittigera","Dicroglossidae",80.6,28.8819701039613,"no","no",NA,NA,0,0,"Food - human",0,1,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,NA,NA,0,0
"83","Hoplobatrachus rugulosus","Philippines","PH","LC",0,0,1,1,0,"not-trade",1,0,0,0,"IUCN","Amphibian","Anura","Dicroglossidae","Hoplobatrachus","Hoplobatrachus rugulosus","Dicroglossidae",82.4,17.4877023537307,"no","no",NA,NA,0,0,"Food - human",1,1,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"84","Limnonectes acanthi","Philippines","PH","VU",1,1,0,0,0,"prod",0,0,0,0,"IUCN","Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes acanthi","Dicroglossidae",75.2,22.500294603881,"no","no",NA,NA,0,0,"Food - human",0,0,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,"DE","DE",1,0
"85","Limnonectes acanthi","Philippines","PH","VU",1,1,0,0,0,"prod",0,0,0,0,"IUCN","Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes acanthi","Dicroglossidae",75.2,22.500294603881,"no","no",NA,NA,0,0,"Food - human",0,0,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,"DE","DE",1,0
"86","Limnonectes macrocephalus","Philippines","PH","NT",0,0,0,0,0,"unknown",0,0,0,0,"IUCN","Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes macrocephalus","Dicroglossidae",144.6,10.2290247684838,"no","no",NA,NA,0,0,"Food - human",0,0,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,"IL","IL",0,1
"87","Limnonectes magnus","Philippines","PH","NT",0,0,1,1,0,"prod",1,0,1,1,"IUCN","Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes magnus","Dicroglossidae",164.4,10.0577926309676,"no","no",NA,NA,0,0,"Food - human",1,0,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,NA,NA,1,1
"88","Limnonectes micrixalus","Philippines","PH","DD",1,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes micrixalus","Dicroglossidae",30,12.1532745214851,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"89","Limnonectes palavanensis","Philippines","PH","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes palavanensis","Dicroglossidae",40,33.5377726655238,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"90","Platymantis montanus","Philippines","PH","VU",1,1,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis montanus","Ceratobatrachidae",42.0254366807919,15.2798740082777,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"91","Platymantis indeprensus","Philippines","PH","VU",1,1,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis indeprensus","Ceratobatrachidae",27.9,18.9217189425527,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"92","Platymantis cagayanensis","Philippines","PH","EN",1,1,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis cagayanensis","Ceratobatrachidae",28,38.4688895162882,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"93","Platymantis corrugatus","Philippines","PH","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis corrugatus","Ceratobatrachidae",41.5,4.67554042873037,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"94","Platymantis corrugatus","Philippines","PH","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis corrugatus","Ceratobatrachidae",41.5,4.67554042873037,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"95","Platymantis corrugatus","Philippines","PH","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis corrugatus","Ceratobatrachidae",41.5,4.67554042873037,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"96","Platymantis dorsalis","Philippines","PH","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis dorsalis","Ceratobatrachidae",35.4,25.8510614653715,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"97","Platymantis guentheri","Philippines","PH","VU",1,1,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis guentheri","Ceratobatrachidae",35,49.7393854709717,"yes","yes",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"98","Platymantis lawtoni","Philippines","PH","EN",1,1,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis lawtoni","Ceratobatrachidae",38.5083101387507,14.1744609720277,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"99","Platymantis luzonensis","Philippines","PH","NT",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis luzonensis","Ceratobatrachidae",36.2,15.3907039531215,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"100","Platymantis luzonensis","Philippines","PH","NT",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ceratobatrachidae","Platymantis","Platymantis luzonensis","Ceratobatrachidae",36.2,15.3907039531215,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"101","Sanguirana albotuberculata","Philippines","PH","DD",1,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ranidae","Sanguirana","Sanguirana albotuberculata","Ranidae",NA,22.0730711096651,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"102","Sanguirana albotuberculata","Philippines","PH","DD",1,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ranidae","Sanguirana","Sanguirana albotuberculata","Ranidae",NA,22.0730711096651,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"103","Sanguirana albotuberculata","Philippines","PH","DD",1,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ranidae","Sanguirana","Sanguirana albotuberculata","Ranidae",NA,22.0730711096651,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
