"","species","country","ISO","status","threat","threat_no_DD","Traded","prod","pet","pet_prod","UT_trade","Cites_trade","HC_trade","IUCN_text_trade","Source","taxa","Order","Family","genus","phyloname","phyloFamily","Body","ED","ED_95_taxa","ED_95_fam","Cites_type","Cites_purpose","Cites_pet","Cites_prod","UT_type","UT_trade_inter","UT_trade_nat","UT_trade_local","UT_trade_all","Cites_year","Cites_appendices","Cites_name","TradeCitesOrg","AppIcites","AppIIcites","AppIIIcites","AppNcites","Cites_splus","Cites_splus_listing","Cites_splus_name","Cites_lookalike","lookalike_only","API","HC_checked","HC_checked_by","keyword","IUCN_text_checked"
"79","Nyctimystes infrafrenatus","Indonesia","ID","LC",0,0,1,0,1,"pet",1,0,0,1,"IUCN","Amphibian","Anura","Hylidae","Nyctimystes","Litoria infrafrenata","Hylidae",NA,15.1819439368907,"no","no",NA,NA,0,0,"Pets/display animals, horticulture",1,1,0,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,1,1
"80","Litoria eucnemis","Indonesia","ID","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Hylidae","Litoria","Litoria eucnemis","Hylidae",85,26.8668161731328,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"81","Papurana daemeli","Indonesia","ID","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Ranidae","Papurana","Hylarana daemeli","Ranidae",NA,15.7495987161334,"no","no",NA,NA,0,0,"Food - human",0,0,1,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,1,1
"82","Litoria bicolor","Indonesia","ID","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Hylidae","Litoria","Litoria bicolor","Hylidae",30,44.4184869881877,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"83","Litoria caerulea","Indonesia","ID","LC",0,0,1,0,1,"pet",1,0,0,1,"IUCN","Amphibian","Anura","Hylidae","Litoria","Litoria caerulea","Hylidae",100,6.76178486928517,"no","no",NA,NA,0,0,"Pets/display animals, horticulture",1,0,0,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,1,1
"84","Litoria genimaculata","Indonesia","ID","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Hylidae","Litoria","Litoria genimaculata","Hylidae",85,10.1364462099332,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"85","Limnodynastes convexiusculus","Indonesia","ID","LC",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Limnodynastidae","Limnodynastes","Limnodynastes convexiusculus","Myobatrachidae",61,25.4590017227196,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
"86","Limnonectes shompenorum","Indonesia","ID","LC",0,0,1,1,0,"unknown",1,0,1,0,"IUCN","Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes shompenorum","Dicroglossidae",79,15.8638337875088,"no","no",NA,NA,0,0,"Food - human",1,1,0,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,NA,NA,1,0
"87","Limnonectes shompenorum","Indonesia","ID","LC",0,0,1,1,0,"unknown",1,0,1,0,"IUCN","Amphibian","Anura","Dicroglossidae","Limnonectes","Limnonectes shompenorum","Dicroglossidae",79,15.8638337875088,"no","no",NA,NA,0,0,"Food - human",1,1,0,1,"0","0","0",0,0,0,0,0,0,"0","0","0",0,1,NA,NA,1,0
"88","Ansonia albomaculata","Indonesia","ID","NT",0,0,0,0,0,"not-trade",0,0,0,0,NA,"Amphibian","Anura","Bufonidae","Ansonia","Ansonia albomaculata","Bufonidae",35,26.1467943617768,"no","no",NA,NA,0,0,NA,NA,NA,NA,NA,"0","0","0",0,0,0,0,0,0,"0","0","0",0,0,NA,NA,0,0
